movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00175108,운영이슈,2025.11.28,2025.11.27,이난영,(주)청산인쇄,PNA36226-준인터,,375,375,,,,입고자재가 공란입니다. 확인 및 수정부탁드립니다.,개선완료,입고자재추가했습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recsio4t2LvY40exP,5.상품
MM00174661,운영이슈,2025.11.26,2025.11.26,김민지,타우하이텍,PNA37263-강남대학교,"레이저각인, 미르텀블러",100,101,,,,발주수량 101개이나 입하수량 101개 중 1개가 '마킹불량' 표시 되어 있고 지시서에도 100개로 수정되어 입하되었습니다.,,,,,,,,,B급,1개 제외하고 입고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recRMnim8fMZFivHn,8.수익
MM00170409,운영이슈,2025.11.25,2025.11.18,육승미,이지굿스,PNA36714-우미건설,"리플렉터키링(원형), 리플렉터키링, 실크, 블리스터",203,203,,,,배경지 시안이 등록되어 있지 않아 드롭박스 내 최종확정시안에서 배경지 시안 찾아서 검수하였습니다.,개선완료,배경지+블리스터 패키징이 기존 내부 임가공에서 협력사 임가공으로 변경되며 배경지 첨부가 누락되었습니다. 추후에는 누락 없도록 잘 챙기겠습니다 :),,,,,,,,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4mMEAfmY8SJ7HR,"5.상품,8.수익"
MM00177135,운영이슈,2025.11.25,2025.11.25,안혜정,"""Xiamen Healthpal Electronic Co,.Ltd""",PNA31191-25년9월_재고생산,"오아시스 미니마사지건, 오아시스 미니마사지건, 오아시스 미니마사지건",1520,1520,,,,과업지시서 업데이트가 되어있지 않습니다.,,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPBCgmhT26c3MWP,"5.상품,5.상품,8.수익"
MM00163929,운영이슈,2025.11.24,2025.11.25,안혜정,"""ZHEJIANG CHUANCHENG PACKAGING PRODUCTS CO.,LIMITED""",PNA31190-25년8월_재고생산,,5500,5500,,,,과업지시서 업데이트가 되어있지 않습니다.,,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciltBLfDd5mX2pe,5.상품
MM00170491,운영이슈,2025.11.21,2025.11.21,이난영,(주)청산인쇄,PNA36653-삼성서울병원,"페이퍼링캘린더_삼각대, 페이퍼링캘린더_추상적산출물, 링제본, 페이퍼링캘린더_커버, 페이퍼링캘린더_내지",556,556,,,,검수용 시안에 커버 페이지 시안만 등록되어 있어 드롭박스 내 최종확정시안으로 검수하였습니다.,,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recJBdKwjAYGf8S1S,5.상품
MM00171310,운영이슈,2025.11.19,2025.11.12,김민지,제이엔에스,PNA36401-덴츠크리에이티브(어도비),캐리어스트랩,202,202,,,,최초 주문건수 200개 이후 고객사 측에서 추가 발주 주셔서 총 400개가 입고 되어야 하는 건입니다. 4일 출고건으로 익일까지 다영으로 입고 가능할까요?,개선중,제작누락건으로 4일 긴급제작하여 오후 2시까지 다영입하예정입니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recim7Rc3dUbH746X,8.수익
MM00171970,운영이슈,2025.11.17,2025.11.17,김민지,(주)아이아트텍스,PNA35058-넥슨재팬,"액티브스포츠타월(원단), 이염방지페이퍼(스포츠타월), 액티브스포츠타월, 전사, 타월스트랩(커스텀인쇄), 전사",102,102,,,,"임가공 시에도 필요한 간지가 없이 입하되었습니다.
(임가공팀 확인 받았습니다.)",개선중,"폴리100% 으로 원단 변경하면서 이염이슈 발생하지 않아 이염페이퍼 제거 고려중
이번건은 페이퍼 없이 출고 부탁드리며, 이염페이퍼 제거 확정되면 공유드리겠습니다.",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recwF3VSv2LZsv9t9,5.상품
MM00169779,운영이슈,2025.11.13,2025.11.12,남인호,신시어리웨일즈 주식회사,PNA37012-KT스튜디오지니,"골프공(타이틀리스트프로V1), 골프공, UV",606,606,,,,"입하 총수량이 606개이나 하기 내용으로 번호별 입하수량에 이슈 발생하였습니다.
1,2번: 153개
3번: 151개
4번: 149개",개선완료,6의 배수로 정수량은 나오기에 정상입고 부탁드립니다,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recHM0oE5RCl185BD,8.수익
MM00168812,운영이슈,2025.11.12,2025.11.6,김민지,개미기획,PNA36469-삼성생명,"펠트스트링파우치, 펠트스트링파우치, 실크",201,201,,,,"동일 시안 804개로 입하되었습니다.
발주수량 202개이나 입하수량 201개입니다.
정수량 200개로 정상 입고 처리 하고자 합니다.",,,,정수량에 문제없어 정상입고 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recq3OuEDF7dtbkoU,8.수익
MM00170897,운영이슈,2025.11.12,2025.11.12,남인호,신시어리웨일즈 주식회사,PNA37148-콘티넨탈오토모티브코리아,"킵세이프마그넷배터리2.0, UV, 킵세이프마그넷배터리2.0",201,201,,,,"인쇄 방향 이슈입니다.(상 하)
전원을 아래쪽으로 두고 인쇄하여야 하나 위쪽으로 두고 인쇄되었습니다.
201개 입고되었고 1개 불량 발생으로 정수량만 출고 하도록 하겠습니다.",개선완료,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recXB0Ma9waHpSrVu,8.수익
MM00168691,운영이슈,2025.11.11,2025.11.10,남인호,신시어리웨일즈 주식회사,PNA36733-삼성전자,UV,505,505,,,,"발주수량 506개이나 입하수량 505개입니다.
정수량 500개로 정상 입고 처리 하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec0hTHBVb16ervEM,8.수익
MM00170723,운영이슈,2025.11.11,2025.11.12,남인호,신시어리웨일즈 주식회사,PNA37080-네이처모빌리티,"스펙트럼컬러펜(블랙잉크), UV",502,502,,,,"발주수량 503개이나 입하수량 502개입니다.
정수량은 500개로 정상 입고 처리하고자 합니다.",개선완료,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recWOPgAt2BK2l8Mr,8.수익
MM00171167,운영이슈,2025.11.11,2025.11.11,김민지,유노타월 유노디자인,PNA37126-한양대학교미래자동차공학과,"브랜디드 타월, 브랜디드 타월, 자수",113,114,,,,"발주수량 115개이나 입하수량 114개 입니다.
정수량 110개로 정상 입고 처리하고자 합니다.",,,,입하수량 114개 입고 처리 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recz5A2X3rbvi6rDB,8.수익
MM00166945,운영이슈,2025.11.5,2025.11.3,김하은,엠알오즈(MROZ),PNA36000-다후아테크놀로지,"UV, 브랜디드피규어, UV, 브랜디드피규어(기본피규어), 지퍼백",304,304,,,,"업로드된 시안과 실물의 차이가 있어 드롭박스 내 최종확정시안을 확인하였더니 업로드된 시안은 브릭스탠드 배경지 시안으로 확인되었습니다.
드롭박스 내 브랜디드피규어 배경지의 최종확정시안으로 검수하였습니다.",개선완료,피규어 배경지로 검수용시안 수정해두었습니다. 브릭스탠드와 피규어를 같이 발주하면서 브릭스탠드 배경지가 피규어 발주서에 잘못 붙여넣기 된 것 같습니다 ㅠ 주의하도록 하겠습니다! ,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recmdHjwk2B4zN6d7,5.상품
MM00167664,운영이슈,2025.11.5,2025.11.5,남인호,신시어리웨일즈 주식회사,PNA35491-CJENM,UV,602,602,,,,"발주수량 603개이나 입하수량 602개입니다.
정수량 600개로 정상 입고 처리 하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec5VNaPlHbALjElJ,8.수익
MM00168867,운영이슈,2025.11.5,2025.11.3,김민지,유노타월 유노디자인,PNA36911-뤼튼테크놀로지스,"브랜디드 타월, 브랜디드 타월, 자수",300,300,,,,"발주수량 303개이나 입하수량 300개입니다.
정수량 300개로 정상 입고 처리 하고자 합니다.",,,,낱장 3장 협력사에서 빼놓고 출고하시어 택배로 출고 되었습니다. (11/5 까지 입고 예정) ,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rect7K5MrOdQsj3qz,8.수익
MM00168890,운영이슈,2025.11.5,2025.11.3,김민지,유노타월 유노디자인,PNA36881-파인더갭,"브랜디드 타월, 브랜디드 타월, 자수",122,122,,,,"시안 상으로는 자수색상이 1176+흰색으로 기재되었고, 제품은 흰색 자수로 확인되었습니다.
1176은 푸른색계열이고, 흰색 자수는 1179입니다.
1179로 검수하는게 맞는지 확인 부탁드립니다.",,,,,,,,,A급,1179 번으로 검수 진행 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recpdXkO6xnXercid,8.수익
MM00169117,운영이슈,2025.11.5,2025.11.5,남인호,신시어리웨일즈 주식회사,PNA36934-팩트시스(카운터포인트),"스펙트럼컬러펜(블랙잉크), UV",200,200,,,,"발주수량 201개이나 입하수량 200개입니다.
정수량 200개로 정상 입고 처리 하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recvTUBfErngmuakP,8.수익
MM00170096,운영이슈,2025.11.5,2025.11.4,김하은,주식회사 디비더블유디(구.디자인방위대),PNA36808-나루고등학교,클립아트펜(스탠다드),707,707,,,,"발주수량 710개이나 입하수량 707개입니다.
정수량 700개로 정상 입고 처리 하고자 합니다.",,,,부족분 3개만큼 추가 입고 예정입니다! MM00170486,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reccuk3nEQ7NEMgS0,5.상품
MM00170206,운영이슈,2025.11.5,2025.11.4,김민지,유노타월 유노디자인,PNA36911-뤼튼테크놀로지스,"브랜디드 타월, 브랜디드 타월, 자수",3,3,,,,"누락분 3개의 mm은 생성되었으나 과업지시서 업데이트가 되어있지 않습니다.
확인 부탁드립니다.",개선완료,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec1e1muXfZKHC52J,8.수익
MM00163553,운영이슈,2025.11.4,2025.11.4,남인호,신시어리웨일즈 주식회사,PNA34792-로저나인,"라이트샤오미펜, 라이트샤오미펜, UV",1939,1939,,,,"발주수량 1,942개이나 입하수량 1,939개 입니다.
정수량 1,932개로 정상 입고 처리 하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recErphuOl2mIRT9d,8.수익
MM00169608,운영이슈,2025.11.4,2025.11.4,육승미,(주)쉔코리아,PNA31192-25년10월_재고생산,킵세이프마그넷배터리2.0,200,200,,,,"특이사항에 기재된 기존 블리스터 1,000개는 동봉되지 않았습니다.",개선완료,"일정 지연되어 11/7 혹은 차주 초 입고 예정입니다.
미리 공유드리지 못해 죄송합니다 ^^;",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recFs3SkUTBmvpuun,5.상품
MM00169962,운영이슈,2025.11.3,2025.11.3,김하은,엠알오즈(MROZ),PNA35491-CJENM,"지퍼팩, 브릭스탠드블록세트, UV, 브릭스탠드블록세트",4,4,,,,"누락분 4개의 mm은 생성되었으나 과업지시서 업데이트가 되어있지 않습니다.
확인 부탁드립니다.",개선완료,과업지시서 업데이트 해두었습니다! 주의하겠습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec8xVHGkzhfEdTtM,8.수익
MM00166128,운영이슈,2025.10.31,2025.10.27,김민지,백타운 (Bagtown),PNA35481-도프,"굿스타트슈즈백, 굿스타트슈즈백_원단(재단), 완제품공임(굿스타트슈즈백), 케어라벨(유광수입공단)",200,200,,,,"발주수량 201개이나 입하수량 200개입니다.
정수량 200개로 정상 입고 처리 하고자 합니다.",,,,발주수량보다 1개 적게 입하되어 추가로 1개 받기로 하였습니다. ,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recfbBsgfVCRrz7dq,5.상품
MM00166798,운영이슈,2025.10.30,2025.10.30,남인호,신시어리웨일즈 주식회사,PNA35962-CJ올리브영,"와이드클립 펜, 와이드클립 펜, UV",251,251,,,,"발주수량 252개이나 입하수량 251개입니다.
정수량 250개이므로 정상 입고 처리하고자 합니다.",개선완료,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recs5Y8fpLY8s9YWR,8.수익
MM00164745,운영이슈,2025.10.29,2025.10.29,김민지,(주)승화파트너스,PNA35541-프레인글로벌,"비치타월, 비치타월_원단, 전사, 샘플(단면인쇄)",201,201,,,,"업로드된 시안과 실물의 차이가 있어 드롭박스 내 최종확정시안을 확인하였더니 업로드된 시안은 변경 전 시안으로 확인되었습니다.
드롭박스 내 최종확정시안으로 검수하였습니다.",개선완료,"TASK 상 시안 변경 해두었었는데 이전시안으로 이전시안으로 돌아간것 같습니다. 
이후부터는 한번더 체크 하겠습니다.",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recir8uqnnsix5kMa,"5.상품,8.수익"
MM00165230,운영이슈,2025.10.28,2025.10.27,육승미,올댓프린팅,PNA36388-삼성서울병원,"O링, D링, 군번줄, 실버팩, 글로시키링, UV, 글로시키링_아크릴(레귤러), UV, 완제품공임, 글로시키링_아크릴(라지)",100,100,,,,"발주수량 101개이나 입하수량 100개입니다.
정수량 100개로 정상 입고 처리하고자 합니다.",개선완료,"FFM - 정수량만 입고 부탁드립니다
SCM - 지출 100개 기준으로 진행",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recmOI4a1Z9J6w9hT,"5.상품,5.상품"
MM00168319,운영이슈,2025.10.28,2025.10.27,남인호,신시어리웨일즈 주식회사,PNA36017-서비스탑,"디지털인쇄, 폼택라벨, 폼택라벨",255,255,,,,다영측에서 작업 진행시 ㄱㄴㄷ 순으로 정렬이 되어야 작업 진행이 가능하다고 피드백 주셔서 라벨지 ㄱㄴㄷ 순으로 재인쇄 하여 출력하여 다영측으로 이동해주실 수 있으실까요?ㅠ  해당 수정 작업해주신 라벨지는 파일 형태로 전달 주시면 감사드리겠습니다. ㅠ ㅠ,개선중,"생산에선 사전 논의한 대로 고객이 넘겨준 순서대로 출력하여 전달드렸습니다.
해당 논의는 생산보다 더 앞단에서 해결해야하기에 주간회의를 통해 논의하여 개선하도록 하겠습니다.

우선 출력후 전달드리겠습니다.",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec6xg8018UHUugAH,8.수익
MM00163986,운영이슈,2025.10.24,2025.10.23,김하은,주식회사 오보틀,PNA35916-스너그라운드,"미스트 워터보틀, 미스트 워터보틀, 실크, 샘플(실크)",100,100,,,,"발주수량 102개이나 입하수량 100개입니다.
정수량 100개로 정상 입고 처리하고자 합니다.",,,,다음 발주 정산 시 2개 차감하여 정산 예정,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recpKyjOAA34cdtdn,8.수익
MM00165020,운영이슈,2025.10.24,2025.10.23,김하은,엠알오즈(MROZ),PNA36447-위존,"브릭스탠드블록세트, 브릭스탠드블록세트, UV, 지퍼팩",201,201,,,,"발주수량 202개이나 입하수량 201개입니다.
정수량 200개로 정상 입고 처리하고자 합니다.",,,,정산 시에 201개로 반영하도록 하겠습니다. ,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxgrNtM4EjcZU3d,8.수익
MM00165022,운영이슈,2025.10.24,2025.10.23,김하은,엠알오즈(MROZ),PNA36447-위존,"브랜디드피규어, 브랜디드피규어(기본피규어), UV, 지퍼백",201,201,,,,"발주수량 202개이나 입하수량 201개입니다.
정수량 200개로 정상 입고 처리하고자 합니다.",,,,정산 시에 201개로 반영하도록 하겠습니다. ,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recJT1CG57fhUMlG0,5.상품
MM00165512,운영이슈,2025.10.24,2025.10.23,김하은,엠알오즈(MROZ),PNA36437-헬로스킨,"브랜디드피규어, 브랜디드피규어(기본피규어), UV, 지퍼백",102,102,,,,"업로드된 시안과 실물의 차이가 있어 드롭박스 내 최종확정시안을 확인하였더니 업로드된 시안은 변경 전 시안으로 확인되었습니다.
그래서 드롭박스 내 최종확정시안으로 검수하였습니다.",개선중,체크파이널에서 시안 수정되었으나 task는 이전 시안으로 자동 연동됨. 협력사에서 발주파일 삭제되었음을 안내해주셔서 최종파일 전달드려 제작은 정상적으로 진행완료. 추후 동일 이슈 방지를 위해 첵파 후 시안 수정있는 건은 발주담당자 특이사항에 드롭박스 최종시안 더블체크 기입예정,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recDAMOuVltpkt9i1,5.상품
MM00164912,운영이슈,2025.10.23,2025.10.22,남인호,신시어리웨일즈 주식회사,PNA36292-드론탄청년들,"와이드클립 펜, 와이드클립 펜, UV",100,100,,,,"발주 수량 101개이나 입하 수량 100개입니다.
정수량 100개로 정상 입고 처리합니다.",개선완료,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec1judcJScscoOe9,8.수익
MM00164277,운영이슈,2025.10.22,2025.10.22,육승미,이지굿스,PNA35821-더작은재단,"홀리데이네임택, 홀리데이네임택, 디지털인쇄",100,100,,,,"발주수량 101개이나 네임택 103개, 스트랩 100개 입하 되었습니다.
정수량 100개로 정상 입고 처리하고자 합니다.
",개선중,정상 입고 부탁드리며 추후 발주시 협력사에 수량 검수 후 출고 요청드리겠습니다. 나머지 3개도 불량 발생시 대응차 함께 입고 부탁드립니다. (임가공에서 헷갈리지 않도록 과업지시서에 각각 수량 기재만 부탁드립니다!),,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recrJInAO3rg2XKhX,5.상품
